Contents,Class
Dont fuck with wikipedia admins you filthy jew  (tlk) (cntrbtns),obscene
"i will take good revenge on your bullshits  stupid uneducated Tletbrain 
I will blow the hell out of you Chinese stupid bullshit psychos",obscene
Did you know you are full of shit and a fucking cunt?,obscene
"Here I am: 0Waldo with my 'OTHER' response to your total collateral/blatherskite actions.  If you other junior punk editors would have done your research prior to intimidating me with your virtual stupidity then you would have taken note that the link which has been on there forever mysteriously evaporated on 10:55, 22 February 2006 by ?쒋쒿impailthorpe?앪?due to actions of ?쒋쒪gent007bond?앪?on 01:59, 22 February 2006.  All I did was add the link back and try to ignore your stupid bla-bla and ya-ya by adding it back. I'm getting sick of having to deal with the jack-legged intellect that you bone-headed editors suffer from so liberally ??GADZ; you all think you are so intelligent, sorry pals, you lack severely, doctorates and all.  My Advice: do your research and ?쒋쓙hen?앪?come back and ask me a question or do your edit thing ??quit screaming at me with all your junior editorial cannons/crap about ??R?? ?쏞ivil??and the like ??here is my advice: TAKE AN ANTI-STUPID-EDITOR-PILL all of you. You revert this and you revert that and then do your research and realize your actions were premature and then have to stick with your accidents and stupidity and lie to the cops here subsequently blaming your stupid actions on me. I submit this ?쒋쒬ivilly and sincerely?앪?to all applicable.",obscene
U my fat furry friend are a cunt stop fuckin talkin,obscene
"kafziel, get a life and stop working for these idiots, if you know whats good for you, cause the whole damn company will burn down if this continues! i will not be visiting your peice of shit website any more, and i will be telling all 100 people i know not to either! your goin down fuckin jerk offs!!!!!!!!!",obscene
"No, the Dumbest Shit Ever meter went right off the scales at that talk page. My comment just tipped it to 6.",obscene
Well... You are a proper cunt.,obscene
sore I like to be violated: bugger,obscene
"Yawn, retard. About half a million people use this IP, you can't do fuck all.",obscene
"I AM SICK AND FUCKING TIRED OF SEEING THIS MOTHERFUCKER'S FACE. THIS ASSHOLE WAS A PIECE OF SHIT WHO MASTERMINDED THE MURDER OF 3,000 INNOCENT PEOPLE. FOR THIS COCKSUCKING ANTI-AMERICAN MOTHERFUCKER TO HAVE AN ARTICLE IS INSULTING TO EVERY VICTIM OF 9/11. IF I COULD EXHUME MOHAMMED ATTA'S BODY AND BRING HIM BACK TO LIFE, I WOULD. THEN I WOULD WATERBOARD HIM FOR DAYS ON END.",obscene
"Possibly the dumbest argument I have ever heard. Are all wikipedia users fags or just you? The Wikipedia is not a gameguide retardedness doesn't even apply here. It's not telling you how to unlock the armors, just what they are. Or should we delete the characters and stories too? THOSE ARE IN GAME GUIDES!!! Fucking moron.",obscene
AVALA you are full of shit. that is all. Love you bitch. Hahaha later. !!! )))___+++!!!!!!!!!!,obscene
"You started the insult with your """"bullshit"""" quirk in transformer article. Go home and sleep.   ",obscene
"Well you're a liar, an outright liar, and nothing but a liar.  You do cherry-pick quotations to prove your own pre-existing opinions.  You're such a thick headed jack ass, you do not have enough sense to see the need for different viewpoints.  All you know how to do is jump in and destroy good work without bothering to think or give consideration to anything that is contrary to your narrow minded, bigoted point of view.  You're really a thick headed jack ass.  You don't know how to communicate.  You are incapable of understanding anything that is contrary to you narrow minded bigoted point of view.  It is because of you that we have many low quality articles on Wikipedia.",obscene
"I WANT THIS REMOVED. Meg is a fuckin awesome drummer, she brings a load of unique simplicity on the drums unlike you Anti White Stripes fags who like all the bigger, faster, cooler stuff. I don't get what's wrong. So a drummer has a unique way of playing. That's great. A drummer dosen't need all this shit about his/her playing. A drummer can play anyway he/she wants to, there's no special way of playing that all drummers have to go by. So I want all this crap removed in the next 7 days. If not, I will erase it. Damn you morons.",obscene
"You arrogant, ignorant fool! You think you are the hottest thing on this site! NEWSFLASH: Your not! You know absolutely nothing about wrestling, and you present yourself like a seriously idiotic person. The next time you want to leave a message on my page again! LEARN TO SPELL! Silly bitch! ( )",obscene
FUCK ALL YOU CAMEL JOCKEY PUSSY LICKING DINK LOOKING DICK SUCKERS!!!,obscene
"Fuck you, French faggot. Go play soccer and leave the internet to America, which invented this shit.",obscene
GET OFF MY DICK FOR VANDALISIM IM STATING FACTS ASSHOLES,obscene
"You are a fag! Why did you deleate Dogatro? It said UNDER CONTRUCTION, Dick!!!!",obscene
Oshwah is a bellend cunt,obscene
My mate told me you were a fuckin homosexual. You are dead.,obscene
"Thanks to ass Paris, France to the place where Banana Republic is located.",obscene
Fuck u gogo dogo and cluebot!,obscene
"That's becasue you are an asshole and a cunt, you fucking asshole. Your whimsical reverts to my legitimate additions are biased in nature. So go fuck yourself and your pathetic existence.",obscene
"sup bitch i'm back.  yeah its 420 MOONSHINE bABY, i get to use this name now cause 420 Moonshine is now Bail Out,a and the ykick ass. not gonna be able to block me now BITCH!",obscene
"YOU LIKE PENIS, FUCK YOUUUUUUUUUUU",obscene
"Look betty Logan you are just a sour old bag that things anything you don't agree with is poorly written or irrelevant. I completely reworded what I put so it made sense also the spelling was checked on my phone but you can't see beyond the end of your nose can yyou?!?! the current articple yo think is ggood  sentence starts with anyway! for crying out loud, and you ttthink its good english@! justUCK OFF I've had enough of you, you pathetic stupid sour old bitch.",obscene
I gave you a valid reason.  Now fuck off!,obscene
Go fuck yourself faggot. Ban away.,obscene
You're such one god damn nigger for a titty penis head. I am going to head butt you!,obscene
............. p u suck,obscene
"Orane sucks lots of penis, with genital warts. And he likes getting molested by Michael Jackson.",obscene
"ppppssssshhh, hahaha, funny ass shit",obscene
FUK-U DANIEL CASE AND KATIE DUM BICH,obscene
"Yup! Of course I'm blocked! Because you bot assholes can't take the fact that you have no lives. You spend every minute of your life editing WP, and for what?! Organization? More like ORDER.",obscene
Suck your moms vagina,obscene
"Oh Sh*t! I'm shaking in my boots, big bad admin! Get off my nuts, bitch.",obscene
"-This artcicle is a God Damn joke, it shouldnt be protected, that way you can edit it any way you want, its a joke, so lets have some fun with it, your a fucking idiot if you beleive this shit. Anyone see the scientology episode of South Park, God, that was hilarious, and they didnt even need to make more shit up for scientology to be more of a joke. YOU ARE A FUCKING IDIOT IF YOU BELIEVE THIS SHIT!!! go ahead, piss yourself becuase I am right.  -Anonnymous Stranger",obscene
He deserved it.  Go suck one.,obscene
"Yeah, WMC is IMHO a jerk. And very soon, and admin! But unfortunately I don't have enough edits to help your Arbcom vote either.",obscene
"Obviously you're an idiot so let me make it clear, I am not another user so stop accusing me of being one particularly ones that are vandals as I am not.",obscene
your fucking face. faggots,obscene
get the hell of wikipedia idiot,obscene
I know. The Matrix would have been a shit film indeed if there were billions of Neos and only one gullible meatsack being used as a human battery. /pwnd,obscene
YO I HATE YOU  Salvio YOU SUCK I HATE YOU A-HOLE,obscene
I DID F*** ALL HERE SO F*** OF WIKIPEDIA YOU ARROGANT SELF RIGHTEOUS C***S,obscene
"hey punk dont be deleting my stuff, you know nothing bout the harly drags so stay out of my shit you stupid nerd, punk fag female thats all u, bitch",obscene
"Fuck, Shit, Damn, Cock, Pissant, Motherfucker, and horse dick.",obscene
"Ok, I will take this to the public. And on your pictures of the cunt FUCK YOU TOO.",obscene
"==Guys that Vietnam portal picture has been vandalized, and I can't fix it, it says the kissing cocks.",obscene
"Are you a fucking dick-head?  People like you should be prohibited from editing Wikipedia.  You should first learn some history, and stop spreading your propaganda.",obscene
"I suggest you to watch your back, BECAUSE I WILL SMASH YOU INTO FKING PIECES",obscene
Cluebot also says you have a tiny penis.,obscene
the ass so you can see what it feels like!!!,obscene
F*CK YOU AND THE HORSE YOU RODE IN ON SINGULARITY42 YOU ASS*HOLE! 67.218.41.166,obscene
"Hahahaha. WIE?! WIE?!!!!!! That is retarded. Internet Explorer was already long enough compared to say, Opera, Safari, or Firefox. Now it's Windows Internet Explorer? This browser goes down the shitter more every day.",obscene
you're a dick. feel free to delete my wikipedia account i dont care i can't believe you didnt even give me a chance to edit my article. you removed it literally 5 minutes after i originally posted it. dick move. suck it,obscene
"With regards to your comments on , back the fuck off!",obscene
wiki sucks ass. from admin,obscene
Real Evil Little C U N T,obscene
"Let's make this clear little man.  Regardless of what IP address you complain about and get blocked, we have a dozen more to take its place.  Every edit you make under this screen name will be reverted.  There are many of us that have the time and patience to do just that since your life seems to revolve around smear tactics on political profiles.  Goodluck bitch.",obscene
", could be so kind as to suck my dick too?",obscene
YOU ARE A HERPES VAGINA,obscene
"So you are another vile little Englishman like Fisk. You Europeans are evil pieces of shit, and you faggots should be exterminated for what you have done to us.",obscene
Fuck you!216.102.76.214,obscene
STOP EDITING DUMBASS!  ?봒receding unsigned comment added by 98.169.241.244,obscene
"PARDON ME.  You are an ass, not a fool.  I am moving forward with my plans to have you banned from Wikipedia.  Your removal of that article which was WELL CITED  (learn how to read), was VANDALISM and it has been reported as such.",obscene
"fuck ya, ya poo brian",obscene
Lol suck my dick bitch! ;),obscene
"fuck your warning and fuck your mum. and gg I didn't sign this so u cant ban me as u don't know who wrote this sloppy ass cunt
",obscene
"Bullshit.  You already took sides before doing even the most cursory of examinations.  For instance you gave NO warning to DanielEng, even though this person started a revert-war, to prevent DOCUMENTED NPOV information from going into the page.  As I wrote on your page... if you're going to use administrative powers, then you have an OBLIGATION to use them responsibly ... not picking sides in a dispute before even communicating with the other side.",obscene
A COCK TO SUCK AND STOP ACCUSING PEOPLE OF SOCK-PUPPETRY.,obscene
"Opinion is opinion and everyone has one of those. You really think all of these aliens were dropped into a volcano based on no evidence, that alien souls are in your body? Fucking idiots. My opinion is more correct than yours",obscene
"If you'd ever had heroin-coated condoms during anal sex with infant koalas then you wouldn't dispute its popularity  Philipbeswick, do you now understand the weakness of your argument? 99.231.241.146",obscene
JD IS A RAGING HOMOSEXUAL FAGGOT WHO SHOULD BE EATEN ALIVE BY A PACK OF RABID BABOONS.,obscene
Why is my shit getting reverted get off my dick.,obscene
"I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis, I have no penis. The end.",obscene
No. I don't want to be ur friend. bitch,obscene
you son of a bitch...i can get more unblocks you dumbass. you fag do you wanna suck my dick....you fag or do you wanna take it in the ass...my dick is out for you....hahahah..i am getting my friends today to swarm this site to take over},obscene
I have evry right to be pissed off!!!! even when I make decent edits you change them why whats up!?!?!? can't you're stupid American brains put the words together and form what we like to call a sentence????,obscene
fuck head limey vandal,obscene
Man let me edit the damn Pink Spiders page.,obscene
did bitch has sum nice tatas i wanna squeeze dem melons,obscene
hey buddy You suck asshole,obscene
Go fuck yourself and block me you cunt.,obscene
SUCK IT!!!!!!!!!!!!!!!!!,obscene
"He did blunt it by altering the stress, though: GIVE a damn instead of give a DAMN.",obscene
"eh im in no mood to actually edit stuff, i've done like 4 minor minor edits in the last 2 days, and that big ridiculous rant. It wasn't THAT bad, I mean I didn't do some mass vandalize and put untrue info and what not, i just went to the guys talk page, deleted everything off and told him that i hated him and he is a pretentious power hungry ass hole (but in like 40x more words) i might get blocked but only for a bit i think, i don't see me getting blocked for like....more than a week, if i do that is TOTALLY to much.",obscene
Dynamic IP so fuck you,obscene
Viridae you suck Mike's cunt nostril discharge!,obscene
can suck my nine foot throbbing cock,obscene
"It's abrevashun! It makes stuff shorter, U f***er! I'll Nswer dat queshton, now f*** off & let me do it!  5:00, 6 August 2007 (UTC)",obscene
who the fuk did i attack personally?,obscene
"Someone should have told you by now, if you stop sucking so many dicks, you'll be more relaxed.  Too much dick-sucking (so I'm told) can lead to temporary psychosis.",obscene
and a puss at the same time,obscene
"Oh, bugger! I loved my 16+ sockies! I wish I had 25+!",obscene
The SVG is fucked up.  talk,obscene
FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! FUCK WIKIPEDIA!!! '''FUCK WIKIPEDIA!,obscene
You and Jack greenmaven are MotherFuckers,obscene
"S IT IS NOT EVEN FUNNY, I CAN FUCKEN HACK WIKIPEDIA IF I FELT LIKE IT BITCH, TEST MY ASS, I DARE YOU TO FUCKEN BLOCK ME!",obscene
"Nickelodeon Workers, you are conniving, GREEDY-ASS shitcans that don't give a damned fuck about ANYTHING MORE THAN MONEY, FAME, AND FORTUNE. WHAT IN THE WORLD ARE YOU DICKBEATERS TRYING TO DO?!?!?!?! WIN YOURSELVES A BUNCH OF HOT GIRLS!!!!! GET SOME DAMNED LIVES YOU FUCKING TURDS!!!!!!!!!!! 71.64.6.46",obscene
FUCK YOU Jdelanoy. You are German COCK SUCKER & FUCKER MOTHER FUCKER. Good to know how you FUCKED face looks.,obscene
. I like to perform felation on sheep,obscene
"""Nobody's could be called homophobic, even employing words such as """"sodomite"""", """"faggot"""" or """"sexual deviant"""".""",obscene
Don't be an ass. It was a clear edit conflict. And where have I a BLP violation?99.141.241.135,obscene
"Asshole, why did you bring everything here. Tell me!!! 117.198.154.102",obscene
Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yours,obscene
"Jess: stay out from my site, you retarded pedophile look-alike dipshit",obscene
you cant delete it siece of shit fuck your mom,obscene
fuck you white trash!!!,obscene
"It doesn't offend me, but that's the thing about strong language, it's use can have unforseen consequences. Now do fuck off, there's a good chap.",obscene
"""Isn't tart a kind of whore or concubine or courtesane? E.g. """"she's a politician's tart""""""",obscene
"Snowager, i will hack you, because you're a fucking shit, and please, it you blocks me, i would hack you, changing your password.",obscene
"No, you just repeatedly fucked up an article for no apparent reason.  I found that insulting, so I insulted you back.  Leave useful edit summaries and don't revert things just for the sake of it.  It's not hard.  75.98.19.140",obscene
"'The case against the rebels is poor' says the interviewer, 'I fully agree' says sellstrom , o.k.? shill, and then he elaborates. You, darouet, - fucking useless pro-Putin Russian shills. Fuck off and stop using wikipedia for your Putin-Fascist aims.",obscene
You need to stop editing pages RIGHT NOW you little shit.,obscene
i look forward to fucking you up the arse as well,obscene
YOU REALLY REALLY SUCK.,obscene
Sound like the kind of malice and stupidity I expect from you,obscene
IM GAY AND I LIKE A HUGE DICK UP MY ASS.,obscene
"TeaDrinker is A Stupid Jerk! Also, He has a Stupid Nickname",obscene
I'll be back whenever I want to.  and then I'll bang your mom.,obscene
UTfuckin retard go get a fucking life u bitchC,obscene
"I allways knew wikipedia was a joke, I never realized it catered to queers. You can all go and fuck yourselves",obscene
"DELETE IT AND MY IP ADDRESS, YOU STUPID FUCKING FAGGOT, NOW!!!!!!!!!!!!!!!",obscene
what i mean to say is that im a big fucknig idiot and i dont know what im talking about,obscene
