Contents,Class
RT @Basedomg: im fukin yo bitch u mad as shit,offensive
RT @Bayonettes: When you tweet som'n just for laughs &amp; a bitch wanna spoil the fun by getting Serious.. &#128530;&#128530; http://t.co/9LD1HWz1BU,offensive
RT @Bbillions: Making up handshakes with all my bitches now,offensive
RT @Bdarnon: This is for the bitches who played me... What up hoe?,offensive
"RT @Bdell1014: Hoes be on some ""August Alsina is bae."" No bitch that dusty nigga you got 2 kids with who drives yo car &amp; still wears Rocawe&#8230;",offensive
RT @Bdell1014: Waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window.,offensive
RT @BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy,offensive
RT @BeYouTiful_Pris: Recognize that I'm a star player &amp; leave them hoe fans of yours alone. http://t.co/fd5Cioehgg,offensive
RT @Beard_KW: LMFAOOOOO RT @RealRaymondJ: Which one of y'all toothless hoes made this? &#128553;&#128514; http://t.co/q1YV6rhL0L,offensive
RT @BeardedGemini: &#8220;@GinaSanabria_: I have no hoes&#8221;,offensive
RT @Beautiful_Fool: Now he apologizing. Lol Fuck that hoe and her shot up pussy!,offensive
"RT @BeautysRaj: ""Ariana is probably the next Beyonce"" bitch if you don't back the fuck up http://t.co/g6XGmAqk52",offensive
"RT @BeauutifulNae: - don't trust no , bitch",offensive
RT @BeeMsPerfect: Why y'all ain't tell me young thug nails look better then mine ? lol fckin faggot,offensive
RT @Beeetzzz: I feel bad for guys that give their girlfriends the world and the bitch still treats them like shit.. Like damn what more do &#8230;,offensive
RT @BeenBasedB: &#8220;@_KudaBrazyy: Shawn Micheals &amp; Razor Ramon both had bitches&#8221; Noone had more than Godfather though,offensive
RT @Belindaav_: @wigga32 ugh! thank you!!!! my bf still talks so a dumb bitch i dont like&#128530;,offensive
RT @BellefemLaVie: @GANGLANDABBY these niggaz bare backing any and every bitch out here&#128530;,offensive
RT @BelowThaaBelt_: Snip snip hoe,offensive
RT @BenevolentDjinn: I hate seeing women carrying on about how they could fuck somebody's man. Ok??? Trashy ass bitch.,offensive
RT @BestOfFOD: These 5th grade hoes ain't loyal&#128514;&#128557; http://t.co/vU3xNaLags,offensive
RT @BestOfMessages: Lil hoe http://t.co/kIAoQYr3I4,offensive
RT @BestOfNike: Nike beanies #NikePorn http://t.co/nN4Vo90htj,offensive
"RT @BestVineFights: ""When you finally see the white kid that called you nigger on Call Of Duty"" &#128514;&#128557;&#128514;
https://t.co/X59D4kMY7P",offensive
RT @Best_Porn_Title: Hulkamania is running wild on that pussy,offensive
RT @BeyonceHasSTD: This hoe know that not her car lmaooo http://t.co/XppHPXD46P,offensive
RT @Beyond_Fatal: &#8220;@_1nonlykeisha: @Beyond_Fatal my bitch bruhhh !!!&#8221; My nigga my nigga &#128541;&#128540;&#128536;,offensive
"RT @Bi6hop: Twitter jail is pointless your suppose to tweet , they need instagram jail for hoes doing Shout out for shout out all fucking d&#8230;",offensive
RT @Bidenshairplugs: I'd like to issue a formal apology to Israel for our piece of shit anti-Semitic President and his retarded Secretary o&#8230;,offensive
"RT @Bidenshairplugs: Number of women denied birth control by Hobby Lobby: 0

Number of Democrat retards butthurt by the verdict: 30,000,000&#8230;",offensive
"RT @BigBagOfScum: I'm gonna start my own web MD site and the only three diagnosis are-

Quit being a pussy
Lay off the drugs
Call 911",offensive
RT @BigBootyProbs: Happy Valentine&#8217;s Day big booty bitches. &#10084;,offensive
RT @BigDaddyCooter: @vngelinaa_ yeah fuck lunch I'll just eat pussy under the staircase by the foriegn language hallway,offensive
RT @BigDaddyTise: &#8220;@Mr_popular: Bald headed bitches mad at me because they look like this. don't blame me blame your parents. #BMB http://t&#8230;,offensive
RT @BigGhostLtd: Shit hoes post on instagram pt 1... http://t.co/s311OC3EK9,offensive
RT @BigGreek79: Hank Baskett cheated with a tranny and just got a shoutout!,offensive
RT @BigNorton: I tweet like a nigger,offensive
RT @BigPoppaDot: I'll never think a bitch is all mine.,offensive
RT @BigSean: Suck my dick bitch RT @MaizeNBlue23: @bigsean not only are you terrible. You are why hip hop is dead,offensive
RT @BigStaxxBoss: I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS,offensive
RT @Big_Jim777: @2014Alyssa hahaha look at you tryin to be a bitch lol nice try though haha,offensive
RT @Bigboybeezy: &#8220;@IgnoreAllLaws: Pick one http://t.co/TBWonqMnJV&#8221; the girl behind the bar who ain't being a hoe,offensive
RT @Bigboybeezy: If you a hoe on the internet you a hoe irl,offensive
"RT @Bigboybeezy: Kanye &gt; Tupac........ ""are you serious?"" Yep bitch keep it moving.",offensive
"RT @Bigchapo_4cH: #Merched&#10004;&#128520;""@_100d: Smoke wit a bitch in Nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;""",offensive
RT @BigfineHorseee: Damn Rico ass hit that hoe on point &#128175;&#10004;&#65039;,offensive
RT @BiggMoe_: Floyd Mayweather stay with a badd bitch lol,offensive
RT @BigggDickBandit: You lil stupid ass bitch i aint fuckin wit you,offensive
RT @Bill_Nye_Tho__: according to this data you a bitch ass nigga,offensive
RT @BitchBeEasy_: niggas w bitch tendencies&lt;,offensive
RT @BitchImaSavage_: Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence,offensive
"RT @BitchKittyV: I'm sorry but some people's names are just fuckin stupid

Some parents should get a flyin bitch slap for naming kids like &#8230;",offensive
"RT @BitchNiggaAlexx: ""Go talk to your other hoes""

 http://t.co/daithpoTw5",offensive
RT @BitchNiggaAlexx: Bitches be talking about they ride or die with every nigga they talk to. bitch you done died like 8 times already,offensive
"RT @BitchNiggaAlexx: Girls be 6'0 talking about ""catching feelings"" bitch you need to catch this TD pass I'm about to throw you smh",offensive
RT @Bitches_LuvCake: Real niggas let a real bitch cum first &#128527;&#128069;&#128166;&#128166;,offensive
"RT @BitchieDior: A street nigga don't love nobody if you ain't his day one (bitch, nigga)",offensive
RT @BittyTang: &#8220;@Weed_Cloudz: Us calling females hoes for dressing as bunnies and cats for Halloween didn't discourage them one bit...lol&#8221;G&#8230;,offensive
RT @BkBap: ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f&#8230;,offensive
"RT @BlackJeezuss: ""i want a black guy thats 6'9, wears jordans and has tattoos""... bitch thats a created player on 2K",offensive
RT @BlackJeezuss: bitches cant finish a 6 inch sub but want a 12 inch dick,offensive
"RT @BlackNerdJade: #rapeyass RT @FireinFreetown: Uh..not rape her, bitch nigga? RT @latry: You see her passed out drunk, what do you do? ht&#8230;",offensive
RT @BlackNerdJade: RT @fivefifths: Hell wrong with yall? RT @TwanTargaryen: Pecan pie AND sweet potato pie trash. http://t.co/hH50P5pytX,offensive
RT @BlackOutNinja15: What a bitch.,offensive
"RT @BlackRichyRich: Every nigga
New hoe is 
Da next niggas old hoe",offensive
RT @BlackkHippiee: White girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig&#8230;,offensive
"RT @Blackman38Tide: @WhaleLookyHere Trying to cat fish me, like nuh uh bitch get in the back.",offensive
"RT @Blakeanthony98: &#8220;@Thompson_Era: &#8220;@hiagokoury: That hoe smashed the whole team !&#8221; 

&#128557;C&#128514;H&#128557;I&#128514;L&#128557;L&#128514;&#8221; Lmao y'all fools&#128514;&#128514;&#128514;&#128514;",offensive
RT @BlazeTheGreat_: I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal,offensive
"RT @BlazeTheGreat_: The most likely signs to be crazy bitches:

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq&#8230;",offensive
RT @BleekBrown Miramar had the baddest hoes shid hoes looking like they was in college + HAD,offensive
"RT @BloggerBoxing: ""No matter where you go, there's always an asshole wearing a Yankees cap.""

-@Sounds_good_bro http://t.co/TbgyIkpv1E",offensive
RT @BloodBloodBIood: Valentines day is just an extra Christmas for bitches blood,offensive
"RT @BloopersinLife: Ugh, white trash. http://t.co/BLdNkQUgf3",offensive
RT @BlueBluesHair: When you and your friend are talking and that bitch y'all heavily don't fuck with walks past http://t.co/l8gNE4xXZg,offensive
RT @BluntsNextDoor: When a bitch get you fucked up https://t.co/CnlV5nwnxZ,offensive
RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer,offensive
RT @BobGNARLEE: Back when I was a young buffalo soldier ha s/o to the bro @_whereisperry #tbt We still in this bitch&#8230; http://t.co/FR1aaIV42x,offensive
"RT @Bob_Heller: Tell me again how Citizen Kane is the best movie of all time, then go watch Caddyshack. you pretentious film school cunt.",offensive
RT @Bob_Heller: Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely&#8230;,offensive
"RT @BobbyBlu_Band: Note about 300&#247;30 days in a month, these hoes selling pussy for $10 a pop lol. http://t.co/1tDZ1eQ3vM",offensive
"RT @Bombfantasyyy: If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch.",offensive
RT @BongRipBo: @Thompson_Era Muhammad Ali. Roy Gracie out this hoe,offensive
"RT @Boobah_: These hoes be fucking all of us niggas. I got news for all the monogamous niggas, yo bitch fucking anonymous niggas",offensive
RT @Boobs_Shoes: On some real nigga shit some bitches need slapped...,offensive
"RT @Booskerz: ""@DailySexSupply: Girls that fuck back &gt;&gt;&gt; &#128525;&#128525; http://t.co/pI064ylhF6"" @iDocLyfe your last one was trash so here",offensive
RT @BootyGangCult: Some of you bitches aren&#8217;t built to wear certain shit. http://t.co/IjTJvYY2VY,offensive
RT @BootyGangCult: These hoes out of control https://t.co/TynErthixK,offensive
RT @BossyDiva__: Come get yo hoe,offensive
"RT @BoujieAssMeena: I always text my besties like ""bitch call me I got the scoop&#128064;"" &#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;",offensive
RT @BoujieAssMeena: My bitches got pretty pussy&#128516;&#128516;&#128516;&#128540;&#128540;&#128540;,offensive
"RT @BowDownn_Bitch: Nine times outta ten the bitch using them same unclean brushes on all ten of her clients. I can't with you ""beat faced""&#8230;",offensive
RT @BowersockNick: Least I ain't broke bitch!,offensive
"RT @BoyGoten: When Waka said, ""Suck My Dragon Balls bitch call me GOKU!"" http://t.co/N7kP7dS198",offensive
RT @Br33zyF: Jackie a Old bamma ass bitch,offensive
RT @Braceface_Tay: Tell them bitches I'll always be your Mrs.&#128141;,offensive
"RT @Brandan420_: ""You smell like Weed..."" and bitch you smell like sober.",offensive
RT @BrandonBangerz: &#8220;@mostafa092: &amp; you guys thought sharkiesha and shovel girl were crazy.. she snapped this bitches nose. https://t.co/5&#8230;,offensive
"RT @BrandonOnDrums: ""She still a bitch"" RT @Mryungone: Lol so what do you tweet if you lose?",offensive
RT @BrandonTweets__: Who else remembers these bitches http://t.co/MjrypfCjPd,offensive
RT @BranninWGL: RT @QB_Hitman: RT @latry: But thats your baby mom though. RT @Tyga: That ain't my hoe.,offensive
"RT @BreadTruckkBri: ""@VoiceOfDStreetz: &#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;"" boy, lol",offensive
RT @BreadTruckkBri: Denzy a hoe &#128514;&#128514;&#128514;,offensive
RT @BreeBGorgeous: Females now a days don't like to do anything freaky because . You niggas gossip about it like bitches .,offensive
"RT @Brendaaaa05: I'm in love with mary jane and codine
I don't love these hoes",offensive
"RT @Brennanculp: But if you a hoe, do you. I ain't judging you. Get it in, but don't hurt someone in the process, be straight up ab it",offensive
RT @Brezsha_Imani: He tweet like a bitch broke his heart,offensive
"RT @BriWh0: Niggas gossip like hoes, most of 'em bitches",offensive
RT @BrianFromWork: @ThatOneGirlPink @coL_TuQuick naw bitches want attention not respect... Real women want respect #truth,offensive
RT @BriannDominguez: Don't unfollow I got the app bitch,offensive
RT @BriannaChevonne: Birds of a feather flock 2gether. Hoes friends with hoes. Bitter women be with other bitter ones. Haters be with hater&#8230;,offensive
RT @Brickannn: These bitches are slutty enough without the costumes lol damn,offensive
RT @BrickyardBeezy: I used to chase hoes now it's Dollar$igns,offensive
RT @BrickyardBeezy: I'm money hungry man these bitches can't do nuffin for me,offensive
RT @Brit_Stratton: Justification of my bitch face. Thanks @zzachbarness. http://t.co/A6giLjeE4x,offensive
"RT @Brit_Stratton: Me: My bitch face is on point. 
@zzachbarness: That's 24/7. 

#Thanks",offensive
RT @Brittanny188: Pull up on my ex make that bitch mad&#128514;&#128514;&#128128;&#128128;,offensive
RT @BroCulture: Dive in the pussy like http://t.co/0YboIklkbt,offensive
RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,offensive
RT @BrodyBolerjack: @Tonyjohns000 johns.... be honest.... you got hoes in different area codes,offensive
RT @BrooklynKC23: @Vivalaquintaa yes I love her like pussy money weed,offensive
RT @BrooksBeau: Follow spree cunts. Just retweet this #followmeBeau,offensive
RT @BrooksHeineman: @YoungPeezyy @512JORGE With me bitch.,offensive
RT @Brooooo_: why all these hoes trynna be gay now? lmao,offensive
"RT @BrosConfessions: ""Ate pussy for the first time today. All I have to say is ... I think I may have a new favorite food""- Michigan",offensive
"RT @BrosConfessions: ""If you are nice girls, they will be bitches to you. If you are an asshole, girls will want your dick. #womanlogic""",offensive
"RT @BrosConfessions: ""People congratulate on losing weight for my health, but in reality I lost all the weight so I could fuck hot bitches""&#8230;",offensive
"RT @BrosConfessions: ""Unlike a lot of these bros, I actually care about my girl and I love her. It's not called being a pussy, it's called &#8230;",offensive
RT @BrosConfessions: Don't be a pussy &#128076; http://t.co/J3USrLfo9A,offensive
RT @BrosConfessions: Ungrateful bitches ... http://t.co/aQCGKBxkcm,offensive
RT @Broski519: How bitches look wen they hear their song in da club http://t.co/F2OyCfK90s,offensive
RT @Broski5519 Lauderdale. . + that's where the hoes at?,offensive
RT @Broski5519: Call her 1st thing in da AM.... Let her know dat pussy on yo mind....,offensive
RT @Broski5519: Lmao.. bitches hate u but still follow u...,offensive
RT @Broski5519: Niggas dat don't get no pussy are usually the ones thirstin these big or ugly bitches.. givin them more confidence then the&#8230;,offensive
RT @Broski5519: Sum of u bitches too old for braces....,offensive
"RT @BrothaLuke: All a nigga need is money. 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Fuck a bitch",offensive
RT @BrownskinLiquor: no hoes.,offensive
"RT @Brownskinn_19: Can't trust none of these bitches, DON'T trust none of these hoes &#9995;",offensive
RT @Brucewayneakia: This is what the niggers dont like http://t.co/0lRdpIZEd0,offensive
RT @BrwnSkinGirly: Soulja boy bitch so Aggravating &#128553;&#128553;&#128553;all that nagging &amp; shit .. I hope Ion sound like her &#128514;&#128514;&#128564;,offensive
RT @BryanBalsamo: @1__dev I could if I tried but my money feels better then any pussy I've ever had,offensive
RT @BryceSerna: Don't be a pussy grab the booty. Love the booty. Appreciate the booty.,offensive
"RT @BubbaFishh: @Huntermoore @claire_mac this cunt is still talking!? Holy fuck, can you just get breast cancer already",offensive
RT @Bubzayy: Just this one eye can take your bitch http://t.co/x1r34fMeAE,offensive
RT @BuckeyeWearing: I want some popcorn hoes bol,offensive
RT @Buckm00se: @Eric_Mariners @_WhitePonyJr_ @JC_1221 this faggot is a lil attention whore fuck him #mute,offensive
"RT @Buckm00se: @Wildblood817 I seen what you look like ,not impressed.dont talk shit you dirt looking bitch",offensive
RT @Buckm00se: @_WhitePonyJr_ @ivanrabago_ when i drink some beurs kid . plus ur a faggot anyways,offensive
RT @Bucky_Montana: If this was high school ER body catch A's hoe lmao &#128557;&#128514;&#128514;&#128514; http://t.co/bPfz7sl2mp,offensive
RT @BudaHefner74: &#8220;@breathTaker___: Wake up in the morning give me head bitch &#128514;&#128557;&#8221;,offensive
RT @BudaHefner74: Fuck dat bitch,offensive
RT @BudaHefner74: I like blowing loud wit bad bitches &#128111;,offensive
RT @BudaHefner74: It ain't no hoe&#128581; in my blood &#128137;,offensive
RT @BudaHefner74: Roll up let's get high let's get high bitch,offensive
RT @BudaHound: Been popping all my life what's fame 2 me.. bitches been stalking all my life bitches ain't a thang 2 me,offensive
RT @BudapecanShellz: This bitch needs to be ray rice'd http://t.co/tX51aFhDDF,offensive
RT @Bugalou_: Y'all hoes would never get under my skin !!,offensive
RT @Bugatti_Bee: Bad bitch her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl http://t.co/ashAa&#8230;,offensive
"RT @BullHunitProof: bruh said ""Black girls pussy taste like attitudes and arguments"" LOL",offensive
RT @BulletDeezy: I just wanna be skinny &amp; fit. SIKE! Thick bitches got it going on. #Ass2Fat #ThundaThighs #JellyRolls #ImStillSexy,offensive
"RT @BullhammerPT: @HumbleTeej @TrillSmith @onthewrite Shut your bitch ass up. You got something to say about me, mention me. Peezy eyed bit&#8230;",offensive
RT @Burrgos: you hang out with a hoe you gonna turn into a hoe,offensive
RT @ButtholeTeeth: Your pussy looks like it died six months ago.,offensive
RT @BvttousaiBonez: Ross is tha biggest bitch,offensive
RT @BwTis: I have no sympathy for people who bitch about situations they get themselves into.,offensive
"RT @CBurrAndJamal: Mom: ""What happened to ___ *insert old friend name*? You used to be close."" Me: ""Fuck that bitch.""",offensive
RT @CHAMPAGNE_____: karma's a bitch. don't dish what you can't take. &#128583;,offensive
"RT @CHlLDHOODRUINER: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/GfOHPUTVhP",offensive
"RT @CHlLDHOODRUINER: ""Great.... DaQuan got her pregnant and now I'm gonna have a nigger grandbaby"" http://t.co/9aAyrrKNbt",offensive
"RT @CHlLDHOODRUINER: ""bitch ass nigga square up"" &#128514;&#128514; http://t.co/xK1rpf1NPy",offensive
RT @CHlLDHOODRUINER: 1000 rts and he'll spark this hoe in here http://t.co/BF90AMgWPo,offensive
RT @CHlLDHOODRUINER: gotta keep these hoes on point http://t.co/gWeFICReBH,offensive
RT @CHlLDHOODRUINER: she taught these hoes how to pose http://t.co/aiObO34baA,offensive
RT @CHlLDHOODRUINER: when u deep in the pussy http://t.co/0uFAhhYrUe,offensive
"RT @CMPunk: @brandonspears because he was a cunt, Brandon. Don't be a cunt.",offensive
"RT @COD_PR0BS: Me: ""Yeah I think I'll get off early tonight and get a good nights rest. 

4:00am: ""Not tonight bitch, not tonight.""",offensive
RT @C_Pritchett_: &#8220;@1BookieG: Money can't buy you love so I don't pay for no pussy&#8221;,offensive
RT @C_da_Esquire: Who tweeting with last night pussy/ass or dick on they breath this morning?,offensive
RT @CaLvii: @troncat1003 theyre afraid of being a bitch in person,offensive
RT @CaNdY_n_VoDkA: -Not every nigga is pressed for pussy.......specially yours.,offensive
RT @CaNdY_n_VoDkA: -You hoes ain't leaving a ain't shit nigga bc he's YO ain't shit nigga n you don't want the other hoe to win.,offensive
RT @CaciTeamorDie: I don't wanna be a hoe &#128549;,offensive
RT @CakebossLex: &#8220;@LaughAtProblems: I need me a bitch that can dance https://t.co/jDXiD5I9DK&#8221; lmfao this is ode,offensive
RT @CaliStrong1: And I probably fucked yo bitch homie....,offensive
"RT @CallHerEbby: It's a girl out there who let Russ pay her for her pussy and never has to see him again, meanwhile I read this nigga tweet&#8230;",offensive
RT @CallMeRenee_: &#128514;&#128514;&#128514; I think im high naaa or she maddd at her toe im diein &#128557; i can hear her naa .. Damn dawg ol bitch ass toe &#128557;&#128557;,offensive
RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit&#8221;hell yeaa me too seen tiff just tweet f&#8230;,offensive
RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;cooling hoe,offensive
RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;nun finna take it in,offensive
RT @CallMeRenee_: &#8220;@1inkkofrosess: stupid ass toe dog dam&#8221;&#128514;&#128514; bitch you mad at your toe &#128553; dumb hoe yo toe aint wanna be stomped .,offensive
RT @CallMeRenee_: @1inkkofrosess @Bojieasx ohh bitch you might pass lol,offensive
RT @CallMeRenee_: @1inkkofrosess hey hoe,offensive
RT @CallMeRenee_: @1inkkofrosess yasss bitch you did it,offensive
RT @CallMeRenee_: The beat tho &#128076;bitch im trying bone,offensive
RT @CaloMitchell: Fuck a title bitch throw that ass back YE YE,offensive
"RT @CamAnderson31: @FrancoisKilljoy @202SOLE YOU might not but the reaction was the same, everyone said that brand was trash yet all his sh&#8230;",offensive
RT @Cam_Major: naw no bs tho...if u under lets say 20 and u got like 15 bodies...u def a hoe lol. theres no debating that.,offensive
RT @Cameron_773: You a hoe if your cellphone bill more than $100 a month,offensive
RT @CanIFuckOrNah: i'm a bitch but a sweetheart u feel me,offensive
RT @CantBeLocal: Bruh these hoes psychic now http://t.co/Y6pFS0kPVZ,offensive
RT @CantBeLocal: The 6 commandments of being a hoe http://t.co/85Z6PYXGpJ,offensive
RT @CapitalT____: How you put ya hoes before ya girlfriend .. &#128564;,offensive
RT @CapoToHeaven Niggas will cheat and not even know that bitch name. That shit aint cheating.,offensive
RT @CapoToHeaven Sorority girls the absolute worst bitches,offensive
RT @CappDaPrez: Bust dat pussy wide OPEN,offensive
RT @CappDaPrez: I tell a bitch dont RT my shit unless u suckin/fuckin,offensive
"RT @CaramelKushh: these bitches love wyandanch niggas i tell you , i always see yall o.t bitches out here wit them . but keep frontin for t&#8230;",offensive
"RT @Carlcjsmith: Don't tell a girl you'll never eat pussy, cus you just lost. That means all you do is have sex, and you boring.",offensive
"RT @CarmeelaCuuh: I be like wassup bitch?!
&#175;\( &#728;o&#728;)/&#175;
 ) )
 | \
 | |_
""huh? nothing""

 that's what I thought hoe.
(&#728;o&#728; )
 &lt;) &#8230;",offensive
RT @CarsonTyler85: @Thompson_Era hell yea ill rep your shirt to fam lol #BetterWithPets TeamDonny in this hoe &#128074;&#128074;,offensive
RT @CarterBoy_leake: If you fucked in car before you gotta know you a hoe &#128514;,offensive
RT @Carxlito: &#8220;@tropicaldrew_: @TonyGetsBjs_ I know! It was that dana whore. If I get rid of them rn will you donate one to me&#8221; that bitch &#8230;,offensive
RT @CashOutMolly: bitches is stupid .. they get cheated on BY THEY MAN and wanna go fight the girl . NO BITCH leave that nigga and move on &#8230;,offensive
RT @Cashbethemotive: @HaveMercyyy @killquana ooh yea @gucci1017 !! Getting all hoes!,offensive
RT @Cashmere_Nasir: @SkinnyBee__ @BossLifePiFF you lil stupid lil bitch she ain't fuckin with you (bug Sean voice),offensive
"RT @CauseWereGuys: Call a girl a ""bitch"" and she'll get offended but if u put ""bad"" in front she'll swear she's a queen",offensive
RT @CauseWereGuys: Dumb bitch lol http://t.co/ZBUo9ZOj2e,offensive
"RT @CauseWereGuys: Element number 35 is Bromine and it comes before number 67 Ho (Holmium). Therefore, its Bros before hoes.",offensive
RT @CauseWereGuys: Flirting with bitches on a Twitter like http://t.co/03PgoQQjYS,offensive
"RT @CauseWereGuys: Freeze bitch, I'm gonna steal your heart http://t.co/zKSYUwV8QV",offensive
RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr,offensive
RT @CauseWereGuys: If these 3 drop a song together bitches will never run out of quotes http://t.co/wITDIIgcye,offensive
RT @CauseWereGuys: If you're not a little bitch http://t.co/92fliCL627,offensive
"RT @CauseWereGuys: It's bros before hoes, not bros before your girlfriend. If you find a good girl, she needs to be put above everything. T&#8230;",offensive
RT @CauseWereGuys: Kissing a girl you you actually really like feels better than fucking a sloppy hoe.,offensive
"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;",offensive
RT @CauseWereGuys: List of bitches who want my dick... http://t.co/RIlGVBoghl,offensive
RT @CauseWereGuys: Marilyn Monroe was the biggest hoe of all time... bitches worship her like she got a Nobel Prize and all she did was fuc&#8230;,offensive
RT @CauseWereGuys: No bitch ass chick flick will ever be as sad as this movie http://t.co/OLmaJvztpR,offensive
"RT @CauseWereGuys: Sex on 1st date dont mean you a hoe, waiting 120 days wont make you a wife, cute pics dont mean you happy &amp; having a tit&#8230;",offensive
RT @CauseWereGuys: Texting bitches at 11:12 to make their dreams come true,offensive
RT @CauseWereGuys: We all know a hoe like this http://t.co/NvlN1xlInW,offensive
RT @CauseWereGuys: When bitches talk about their boyfriend 24/7 http://t.co/KEeJvwbGbR,offensive
RT @CauseWereGuys: When the fakest bitch you know tweets about being real http://t.co/lHq8GUCiAw,offensive
RT @CauseWereGuys: When you marry a hoe and only realize it 20 years later http://t.co/BIDlPEOA3P,offensive
RT @CauseWereGuys: When you realize bae is a hoe http://t.co/OkVjxdL7ZW,offensive
RT @CauseWereGuys: You're a pussy http://t.co/Ufrr2RdcXm,offensive
"RT @CayMarieee: He said "" like u got the money to do that ""&#128514;&#9995; don't forget I'm not yo ex bitch, I ain't broke. &#128175;",offensive
"RT @CayMarieee: I love my BFFL, she don't even smoke but for my bday bitch gone b turntttt fa me &#128153;&#128520;",offensive
RT @CayMarieee: Some bitches turned on me with bitched that once turned on them. &#128121;,offensive
RT @CbazzThaGreat: Wanna know if a bitch hygiene up to par. Wipe behind that bitch ear and put it to her nose. If she flinch.....you got ya&#8230;,offensive
RT @CdashRay: If all you gunna do is bitch then take ya ass home,offensive
RT @Cesar_Wtx: Pink nipples are cute but some be looking nasty than a bitch! &#128567;,offensive
"RT @ChaBoyLilBill: Lightup Sketchers,

Definition: kick your feet together and watch the bitches flock.

Sentence: blinding bitches when yo&#8230;",offensive
RT @ChaRLeZHuSsLe81: Candy Corn &amp; Peeps Are Hoe Candy &#8220;@SimplySoulful: &#8220;@FrancisJstn: Candy Corn Trash&#8221; super trash&#8221;,offensive
"RT @Chaaaauncey: Top 5 Cartoon bitches id fuck
1. Shego
2. Dexters mom
3. Lola bunny
4. Jessica rabbit
5. Timmy turner's mom",offensive
RT @Chaantellie: Beyonc&#233; seems like a bitch,offensive
"RT @ChadJordan23: ""Chad you got all the hoes""

""Why are you texting me instead of your hoes"" http://t.co/jCSQHeZoRl",offensive
"RT @ChadJordan23: After a hoe gave you head and say ""It's my turn"" http://t.co/VHfBlTqLnV",offensive
RT @ChadMatz: @rachelcoursey @alexamees2 lol they turn down to early bunch a pussies,offensive
"RT @ChadRuhlig: ""Suicide Girl Hopeful"" how about getting a job hopeful, or going to school hopeful you silly bitches!",offensive
"RT @ChaldeanCutie: ""@Vivalaquintaa: Its a bunch of penis on my timeline literally"" - u want me 2 dm u my pussy lol",offensive
"RT @ChannyMaraj You prolly ate ur dad...he hates you @_AintItJayy: Ok dad RT @ChannyMaraj These bitches is really my sons tho Lmaoooooo""",offensive
RT @CharlesBWaffle: Bitches be in internet relationships tho. Like yous a lonely hoe,offensive
RT @CharlesBWaffle: These bitches lonely RT @1stName_Bravo Females in Michigan are like those seagulls from Finding Nemo when it comes to d&#8230;,offensive
RT @CharlesLaCross: Gator needs his GAT punk ass bitch,offensive
"RT @ChaseMyChucks: ""@viva_based: @CallME__Jetson hoe ass nigga. &#128529;""Hoe Ass Nigga x2",offensive
RT @ChaseNCashe: Niggas be mentally dating females they never met before. You on instagram double tap'n that ho too much mane.,offensive
RT @ChavoDaGreat: &#8220;@TreVaughnLG: Frfr come party wimmie I'm leavin this shithole til summfest&#8221; I'm leavin dis hoe before that!,offensive
RT @Chayeezy: When a bitch got you fucked up but you devoted your life to the Lord so you gotta stand there like you aint mad http://t.co/7&#8230;,offensive
"RT @Cheddar85: Dudes taking ""selfies"" aint cute. .... ya pussies",offensive
RT @CheefPolo: My bitch wanna post a thirst trap ima just not pay the water bill that month. We all gon be thirsty,offensive
"RT @CheefPolo: Niggas be like ""I get 3 times the pussy you get"" jokes on you fam 3 times 0 is zero",offensive
RT @CheefPolo: Trippin over a rock &gt;&gt; trippin over a bitch,offensive
